T/s,I_se/nA,Spalte1,I_P/nA,Type
1.44E+01,1.38E+01,2.88E-01,47.7202077,$\mathit{I}_\mathrm{EBIC}$
1.44E+01,1.38E+01,2.98E-01,46.31984021,$\mathit{I}_\mathrm{EBIC}$
1.45E+01,1.38E+01,2.88E-01,47.98054561,$\mathit{I}_\mathrm{EBIC}$
1.45E+01,1.38E+01,2.96E-01,46.59228376,$\mathit{I}_\mathrm{EBIC}$
1.46E+01,1.38E+01,3.02E-01,45.61620557,$\mathit{I}_\mathrm{EBIC}$
1.46E+01,1.38E+01,2.96E-01,46.57928556,$\mathit{I}_\mathrm{EBIC}$
1.47E+01,1.38E+01,3.04E-01,45.33276474,$\mathit{I}_\mathrm{EBIC}$
1.47E+01,1.39E+01,2.95E-01,46.9011237,$\mathit{I}_\mathrm{EBIC}$
1.48E+01,1.39E+01,3.02E-01,46.03960329,$\mathit{I}_\mathrm{EBIC}$
1.48E+01,1.40E+01,2.89E-01,48.34893798,$\mathit{I}_\mathrm{EBIC}$
1.49E+01,1.40E+01,3.00E-01,46.67221374,$\mathit{I}_\mathrm{EBIC}$
1.49E+01,1.41E+01,2.94E-01,47.90596959,$\mathit{I}_\mathrm{EBIC}$
1.50E+01,1.41E+01,3.00E-01,47.12667914,$\mathit{I}_\mathrm{EBIC}$
1.50E+01,1.42E+01,3.04E-01,46.76181962,$\mathit{I}_\mathrm{EBIC}$
1.51E+01,1.42E+01,3.02E-01,46.982492,$\mathit{I}_\mathrm{EBIC}$
1.51E+01,1.42E+01,3.04E-01,46.79470594,$\mathit{I}_\mathrm{EBIC}$
1.52E+01,1.42E+01,2.91E-01,48.82738326,$\mathit{I}_\mathrm{EBIC}$
1.52E+01,1.42E+01,2.91E-01,49.01999873,$\mathit{I}_\mathrm{EBIC}$
1.53E+01,1.43E+01,3.01E-01,47.49596112,$\mathit{I}_\mathrm{EBIC}$
1.53E+01,1.44E+01,3.04E-01,47.37471134,$\mathit{I}_\mathrm{EBIC}$
1.54E+01,1.45E+01,3.04E-01,47.7147303,$\mathit{I}_\mathrm{EBIC}$
1.54E+01,1.46E+01,3.04E-01,47.94645072,$\mathit{I}_\mathrm{EBIC}$
1.55E+01,1.46E+01,3.03E-01,48.18583398,$\mathit{I}_\mathrm{EBIC}$
1.55E+01,1.46E+01,2.90E-01,50.45865189,$\mathit{I}_\mathrm{EBIC}$
1.56E+01,1.47E+01,3.04E-01,48.42898882,$\mathit{I}_\mathrm{EBIC}$
1.56E+01,1.48E+01,2.99E-01,49.37871095,$\mathit{I}_\mathrm{EBIC}$
1.57E+01,1.48E+01,2.97E-01,49.89116479,$\mathit{I}_\mathrm{EBIC}$
1.57E+01,1.48E+01,2.89E-01,51.23249429,$\mathit{I}_\mathrm{EBIC}$
1.58E+01,1.48E+01,3.02E-01,49.01665534,$\mathit{I}_\mathrm{EBIC}$
1.58E+01,1.48E+01,2.97E-01,49.84722177,$\mathit{I}_\mathrm{EBIC}$
1.59E+01,1.48E+01,3.04E-01,48.69462261,$\mathit{I}_\mathrm{EBIC}$
1.59E+01,1.48E+01,2.88E-01,51.41318722,$\mathit{I}_\mathrm{EBIC}$
1.60E+01,1.48E+01,2.88E-01,51.33477073,$\mathit{I}_\mathrm{EBIC}$
1.60E+01,1.48E+01,3.01E-01,49.29529717,$\mathit{I}_\mathrm{EBIC}$
1.61E+01,1.48E+01,2.95E-01,50.25666169,$\mathit{I}_\mathrm{EBIC}$
1.61E+01,1.48E+01,2.98E-01,49.71973886,$\mathit{I}_\mathrm{EBIC}$
1.62E+01,1.48E+01,3.04E-01,48.81617099,$\mathit{I}_\mathrm{EBIC}$
1.62E+01,1.49E+01,2.96E-01,50.21973603,$\mathit{I}_\mathrm{EBIC}$
1.63E+01,1.49E+01,2.87E-01,51.73322821,$\mathit{I}_\mathrm{EBIC}$
1.63E+01,1.48E+01,2.92E-01,50.85286429,$\mathit{I}_\mathrm{EBIC}$
1.64E+01,1.48E+01,3.02E-01,49.03680771,$\mathit{I}_\mathrm{EBIC}$
1.64E+01,1.48E+01,2.97E-01,49.91506665,$\mathit{I}_\mathrm{EBIC}$
1.65E+01,1.48E+01,3.04E-01,48.81132083,$\mathit{I}_\mathrm{EBIC}$
1.65E+01,1.48E+01,2.90E-01,51.04477533,$\mathit{I}_\mathrm{EBIC}$
1.66E+01,1.48E+01,2.89E-01,51.16223892,$\mathit{I}_\mathrm{EBIC}$
1.66E+01,1.47E+01,2.90E-01,50.880647,$\mathit{I}_\mathrm{EBIC}$
1.67E+01,1.46E+01,2.91E-01,50.28016272,$\mathit{I}_\mathrm{EBIC}$
1.67E+01,1.46E+01,3.01E-01,48.42999789,$\mathit{I}_\mathrm{EBIC}$
1.68E+01,1.46E+01,2.91E-01,50.0971395,$\mathit{I}_\mathrm{EBIC}$
1.68E+01,1.46E+01,2.92E-01,49.92060756,$\mathit{I}_\mathrm{EBIC}$
1.69E+01,1.46E+01,2.92E-01,49.78972624,$\mathit{I}_\mathrm{EBIC}$
1.69E+01,1.46E+01,3.07E-01,47.50131402,$\mathit{I}_\mathrm{EBIC}$
1.70E+01,1.46E+01,2.92E-01,49.96895023,$\mathit{I}_\mathrm{EBIC}$
1.70E+01,1.46E+01,2.98E-01,48.82861807,$\mathit{I}_\mathrm{EBIC}$
1.71E+01,1.46E+01,3.02E-01,48.17592889,$\mathit{I}_\mathrm{EBIC}$
1.71E+01,1.45E+01,3.06E-01,47.47138891,$\mathit{I}_\mathrm{EBIC}$
1.72E+01,1.45E+01,3.04E-01,47.79341331,$\mathit{I}_\mathrm{EBIC}$
1.72E+01,1.45E+01,2.95E-01,49.12855915,$\mathit{I}_\mathrm{EBIC}$
1.73E+01,1.45E+01,3.03E-01,47.95891329,$\mathit{I}_\mathrm{EBIC}$
1.73E+01,1.45E+01,3.02E-01,48.06000538,$\mathit{I}_\mathrm{EBIC}$
1.74E+01,1.44E+01,2.88E-01,49.96748803,$\mathit{I}_\mathrm{EBIC}$
1.74E+01,1.43E+01,3.03E-01,47.18182782,$\mathit{I}_\mathrm{EBIC}$
1.75E+01,1.42E+01,3.01E-01,47.22426751,$\mathit{I}_\mathrm{EBIC}$
1.75E+01,1.41E+01,3.02E-01,46.67195261,$\mathit{I}_\mathrm{EBIC}$
1.76E+01,1.40E+01,2.89E-01,48.43177688,$\mathit{I}_\mathrm{EBIC}$
1.76E+01,1.39E+01,2.96E-01,46.90360606,$\mathit{I}_\mathrm{EBIC}$
1.77E+01,1.38E+01,2.87E-01,48.1568055,$\mathit{I}_\mathrm{EBIC}$
1.77E+01,1.37E+01,3.00E-01,45.80166618,$\mathit{I}_\mathrm{EBIC}$
1.78E+01,1.36E+01,3.03E-01,44.86447818,$\mathit{I}_\mathrm{EBIC}$
1.78E+01,1.34E+01,3.07E-01,43.76290962,$\mathit{I}_\mathrm{EBIC}$
1.79E+01,1.32E+01,3.03E-01,43.45182149,$\mathit{I}_\mathrm{EBIC}$
1.79E+01,1.29E+01,2.89E-01,44.59212155,$\mathit{I}_\mathrm{EBIC}$
1.80E+01,1.24E+01,3.06E-01,40.61416551,$\mathit{I}_\mathrm{EBIC}$
1.80E+01,1.20E+01,3.04E-01,39.39878492,$\mathit{I}_\mathrm{EBIC}$
1.81E+01,1.14E+01,2.96E-01,38.67090845,$\mathit{I}_\mathrm{EBIC}$
1.81E+01,1.09E+01,3.02E-01,36.1316435,$\mathit{I}_\mathrm{EBIC}$
1.82E+01,1.02E+01,2.92E-01,34.9821043,$\mathit{I}_\mathrm{EBIC}$
1.82E+01,9.37E+00,2.94E-01,31.91619282,$\mathit{I}_\mathrm{EBIC}$
1.83E+01,8.55E+00,3.02E-01,28.28162781,$\mathit{I}_\mathrm{EBIC}$
1.83E+01,8.27E+00,2.98E-01,27.69688353,$\mathit{I}_\mathrm{EBIC}$
1.84E+01,7.99E+00,2.97E-01,26.84339372,$\mathit{I}_\mathrm{EBIC}$
1.84E+01,7.70E+00,2.96E-01,26.01521193,$\mathit{I}_\mathrm{EBIC}$
1.85E+01,7.42E+00,3.02E-01,24.57822222,$\mathit{I}_\mathrm{EBIC}$
1.85E+01,7.14E+00,3.04E-01,23.48611152,$\mathit{I}_\mathrm{EBIC}$
1.86E+01,6.91E+00,3.06E-01,22.56142658,$\mathit{I}_\mathrm{EBIC}$
1.86E+01,6.68E+00,2.89E-01,23.07055481,$\mathit{I}_\mathrm{EBIC}$
1.87E+01,6.45E+00,3.00E-01,21.49764489,$\mathit{I}_\mathrm{EBIC}$
1.87E+01,6.22E+00,3.04E-01,20.46994304,$\mathit{I}_\mathrm{EBIC}$
1.88E+01,6.00E+00,3.05E-01,19.69828624,$\mathit{I}_\mathrm{EBIC}$
1.88E+01,5.79E+00,2.92E-01,19.85522462,$\mathit{I}_\mathrm{EBIC}$
1.89E+01,5.57E+00,3.05E-01,18.26014479,$\mathit{I}_\mathrm{EBIC}$
1.89E+01,5.36E+00,3.06E-01,17.51735199,$\mathit{I}_\mathrm{EBIC}$
1.90E+01,5.17E+00,3.04E-01,17.0309054,$\mathit{I}_\mathrm{EBIC}$
1.90E+01,4.99E+00,3.03E-01,16.50063793,$\mathit{I}_\mathrm{EBIC}$
1.91E+01,4.82E+00,2.89E-01,16.66744728,$\mathit{I}_\mathrm{EBIC}$
1.91E+01,4.64E+00,2.89E-01,16.04072046,$\mathit{I}_\mathrm{EBIC}$
1.92E+01,4.48E+00,2.96E-01,15.13144401,$\mathit{I}_\mathrm{EBIC}$
1.92E+01,4.33E+00,3.04E-01,14.24211279,$\mathit{I}_\mathrm{EBIC}$
1.93E+01,4.17E+00,2.94E-01,14.17849224,$\mathit{I}_\mathrm{EBIC}$
1.93E+01,4.02E+00,2.88E-01,13.93393525,$\mathit{I}_\mathrm{EBIC}$
1.94E+01,3.86E+00,2.88E-01,13.39700105,$\mathit{I}_\mathrm{EBIC}$
1.94E+01,3.71E+00,3.02E-01,12.29680258,$\mathit{I}_\mathrm{EBIC}$
1.95E+01,3.56E+00,2.91E-01,12.22357765,$\mathit{I}_\mathrm{EBIC}$
1.95E+01,3.40E+00,2.94E-01,11.55057081,$\mathit{I}_\mathrm{EBIC}$
1.96E+01,3.30E+00,3.07E-01,10.74136908,$\mathit{I}_\mathrm{EBIC}$
1.96E+01,3.20E+00,2.99E-01,10.7207726,$\mathit{I}_\mathrm{EBIC}$
1.97E+01,3.11E+00,2.92E-01,10.6369948,$\mathit{I}_\mathrm{EBIC}$
1.97E+01,3.01E+00,2.94E-01,10.23190913,$\mathit{I}_\mathrm{EBIC}$
1.98E+01,2.91E+00,2.97E-01,9.825155867,$\mathit{I}_\mathrm{EBIC}$
1.98E+01,2.82E+00,3.01E-01,9.37219166,$\mathit{I}_\mathrm{EBIC}$
1.99E+01,2.72E+00,2.88E-01,9.445820962,$\mathit{I}_\mathrm{EBIC}$
1.99E+01,2.63E+00,3.06E-01,8.586175172,$\mathit{I}_\mathrm{EBIC}$
2.00E+01,2.53E+00,3.06E-01,8.25080298,$\mathit{I}_\mathrm{EBIC}$
2.00E+01,2.43E+00,2.99E-01,8.112606096,$\mathit{I}_\mathrm{EBIC}$
2.01E+01,2.33E+00,2.95E-01,7.893746037,$\mathit{I}_\mathrm{EBIC}$
2.01E+01,2.23E+00,3.07E-01,7.266667075,$\mathit{I}_\mathrm{EBIC}$
2.02E+01,2.15E+00,2.88E-01,7.476256767,$\mathit{I}_\mathrm{EBIC}$
2.02E+01,2.08E+00,3.01E-01,6.919331284,$\mathit{I}_\mathrm{EBIC}$
2.03E+01,2.01E+00,3.06E-01,6.572596561,$\mathit{I}_\mathrm{EBIC}$
2.03E+01,1.94E+00,3.03E-01,6.405717072,$\mathit{I}_\mathrm{EBIC}$
2.04E+01,1.88E+00,2.98E-01,6.303001698,$\mathit{I}_\mathrm{EBIC}$
2.04E+01,1.81E+00,3.02E-01,5.998054901,$\mathit{I}_\mathrm{EBIC}$
2.05E+01,1.75E+00,3.00E-01,5.836039976,$\mathit{I}_\mathrm{EBIC}$
2.05E+01,1.69E+00,3.05E-01,5.539211708,$\mathit{I}_\mathrm{EBIC}$
2.06E+01,1.63E+00,2.88E-01,5.675133267,$\mathit{I}_\mathrm{EBIC}$
2.06E+01,1.58E+00,2.91E-01,5.417298914,$\mathit{I}_\mathrm{EBIC}$
2.07E+01,1.52E+00,3.00E-01,5.06605159,$\mathit{I}_\mathrm{EBIC}$
2.07E+01,1.47E+00,2.97E-01,4.940325006,$\mathit{I}_\mathrm{EBIC}$
2.08E+01,1.42E+00,2.87E-01,4.929908081,$\mathit{I}_\mathrm{EBIC}$
2.08E+01,1.37E+00,2.89E-01,4.730131939,$\mathit{I}_\mathrm{EBIC}$
2.09E+01,1.32E+00,3.06E-01,4.298704005,$\mathit{I}_\mathrm{EBIC}$
2.09E+01,1.27E+00,2.87E-01,4.411563368,$\mathit{I}_\mathrm{EBIC}$
2.10E+01,1.22E+00,3.04E-01,4.014888462,$\mathit{I}_\mathrm{EBIC}$
2.10E+01,1.17E+00,2.98E-01,3.94346238,$\mathit{I}_\mathrm{EBIC}$
2.11E+01,1.13E+00,2.98E-01,3.783713035,$\mathit{I}_\mathrm{EBIC}$
2.11E+01,1.08E+00,2.94E-01,3.67972292,$\mathit{I}_\mathrm{EBIC}$
2.12E+01,9.58E-01,3.01E-01,3.183658809,$\mathit{I}_\mathrm{EBIC}$
2.12E+01,8.19E-01,2.90E-01,2.823145591,$\mathit{I}_\mathrm{EBIC}$
2.13E+01,6.81E-01,3.03E-01,2.252008831,$\mathit{I}_\mathrm{EBIC}$
2.13E+01,5.43E-01,2.89E-01,1.877182723,$\mathit{I}_\mathrm{EBIC}$
2.14E+01,5.15E-01,2.98E-01,1.730137966,$\mathit{I}_\mathrm{EBIC}$
2.14E+01,5.08E-01,3.04E-01,1.66881414,$\mathit{I}_\mathrm{EBIC}$
2.15E+01,5.01E-01,3.01E-01,1.663702557,$\mathit{I}_\mathrm{EBIC}$
2.15E+01,4.93E-01,2.96E-01,1.666612593,$\mathit{I}_\mathrm{EBIC}$
2.16E+01,4.86E-01,2.96E-01,1.639486196,$\mathit{I}_\mathrm{EBIC}$
2.16E+01,4.79E-01,2.95E-01,1.625377145,$\mathit{I}_\mathrm{EBIC}$
2.17E+01,4.71E-01,2.93E-01,1.608446125,$\mathit{I}_\mathrm{EBIC}$
2.17E+01,4.64E-01,3.01E-01,1.541221835,$\mathit{I}_\mathrm{EBIC}$
2.18E+01,4.57E-01,2.92E-01,1.562801419,$\mathit{I}_\mathrm{EBIC}$
2.18E+01,4.50E-01,2.96E-01,1.517608561,$\mathit{I}_\mathrm{EBIC}$
2.19E+01,4.42E-01,3.06E-01,1.444822878,$\mathit{I}_\mathrm{EBIC}$
2.19E+01,4.35E-01,2.87E-01,1.516632181,$\mathit{I}_\mathrm{EBIC}$
2.20E+01,4.28E-01,2.88E-01,1.487824929,$\mathit{I}_\mathrm{EBIC}$
2.20E+01,4.21E-01,2.93E-01,1.43560435,$\mathit{I}_\mathrm{EBIC}$
2.21E+01,4.13E-01,2.90E-01,1.426390236,$\mathit{I}_\mathrm{EBIC}$
2.21E+01,4.06E-01,2.90E-01,1.401282642,$\mathit{I}_\mathrm{EBIC}$
2.22E+01,3.99E-01,3.07E-01,1.300489528,$\mathit{I}_\mathrm{EBIC}$
2.22E+01,3.92E-01,2.94E-01,1.331189685,$\mathit{I}_\mathrm{EBIC}$
2.23E+01,3.84E-01,3.06E-01,1.255157609,$\mathit{I}_\mathrm{EBIC}$
2.23E+01,3.77E-01,3.06E-01,1.231407101,$\mathit{I}_\mathrm{EBIC}$
2.24E+01,3.70E-01,3.00E-01,1.233739645,$\mathit{I}_\mathrm{EBIC}$
2.24E+01,3.63E-01,3.04E-01,1.194164884,$\mathit{I}_\mathrm{EBIC}$
2.25E+01,3.55E-01,2.95E-01,1.206093307,$\mathit{I}_\mathrm{EBIC}$
2.25E+01,3.48E-01,2.98E-01,1.167827599,$\mathit{I}_\mathrm{EBIC}$
2.26E+01,3.41E-01,3.02E-01,1.128157741,$\mathit{I}_\mathrm{EBIC}$
2.26E+01,3.34E-01,2.96E-01,1.126012725,$\mathit{I}_\mathrm{EBIC}$
2.27E+01,3.26E-01,2.89E-01,1.130988871,$\mathit{I}_\mathrm{EBIC}$
2.27E+01,3.19E-01,2.94E-01,1.085649812,$\mathit{I}_\mathrm{EBIC}$
2.28E+01,3.12E-01,2.89E-01,1.080378489,$\mathit{I}_\mathrm{EBIC}$
2.28E+01,3.05E-01,3.04E-01,1.0014659,$\mathit{I}_\mathrm{EBIC}$
2.29E+01,2.97E-01,3.04E-01,0.979638579,$\mathit{I}_\mathrm{EBIC}$
2.29E+01,2.90E-01,2.96E-01,0.980680455,$\mathit{I}_\mathrm{EBIC}$
2.0000E-01,0.225644,,,$\mathit{I}_\mathrm{PE}$
2.5000E-01,0.241156,,,$\mathit{I}_\mathrm{PE}$
3.0000E-01,0.247608,,,$\mathit{I}_\mathrm{PE}$
3.5000E-01,0.262685,,,$\mathit{I}_\mathrm{PE}$
4.0000E-01,0.269422,,,$\mathit{I}_\mathrm{PE}$
4.5000E-01,0.263275,,,$\mathit{I}_\mathrm{PE}$
5.0000E-01,0.273627,,,$\mathit{I}_\mathrm{PE}$
5.5000E-01,0.275235,,,$\mathit{I}_\mathrm{PE}$
6.0000E-01,0.295082,,,$\mathit{I}_\mathrm{PE}$
6.5000E-01,0.297217,,,$\mathit{I}_\mathrm{PE}$
7.0000E-01,0.314517,,,$\mathit{I}_\mathrm{PE}$
7.5000E-01,0.312090,,,$\mathit{I}_\mathrm{PE}$
8.0000E-01,0.323541,,,$\mathit{I}_\mathrm{PE}$
8.5000E-01,0.320622,,,$\mathit{I}_\mathrm{PE}$
9.0000E-01,0.345044,,,$\mathit{I}_\mathrm{PE}$
9.5000E-01,0.342497,,,$\mathit{I}_\mathrm{PE}$
1.0000E+00,0.342028,,,$\mathit{I}_\mathrm{PE}$
1.0500E+00,0.351203,,,$\mathit{I}_\mathrm{PE}$
1.1000E+00,0.359702,,,$\mathit{I}_\mathrm{PE}$
1.1500E+00,0.378776,,,$\mathit{I}_\mathrm{PE}$
1.2000E+00,0.387321,,,$\mathit{I}_\mathrm{PE}$
1.2500E+00,0.397809,,,$\mathit{I}_\mathrm{PE}$
1.3000E+00,0.383850,,,$\mathit{I}_\mathrm{PE}$
1.3500E+00,0.391951,,,$\mathit{I}_\mathrm{PE}$
1.4000E+00,0.423012,,,$\mathit{I}_\mathrm{PE}$
1.4500E+00,0.421176,,,$\mathit{I}_\mathrm{PE}$
1.5000E+00,0.437172,,,$\mathit{I}_\mathrm{PE}$
1.5500E+00,0.441736,,,$\mathit{I}_\mathrm{PE}$
1.6000E+00,0.442182,,,$\mathit{I}_\mathrm{PE}$
1.6500E+00,0.458931,,,$\mathit{I}_\mathrm{PE}$
1.7000E+00,0.443973,,,$\mathit{I}_\mathrm{PE}$
1.7500E+00,0.479193,,,$\mathit{I}_\mathrm{PE}$
1.8000E+00,0.464138,,,$\mathit{I}_\mathrm{PE}$
1.8500E+00,0.471158,,,$\mathit{I}_\mathrm{PE}$
1.9000E+00,0.500683,,,$\mathit{I}_\mathrm{PE}$
1.9500E+00,0.504844,,,$\mathit{I}_\mathrm{PE}$
2.0000E+00,0.517893,,,$\mathit{I}_\mathrm{PE}$
2.0500E+00,0.495898,,,$\mathit{I}_\mathrm{PE}$
2.1000E+00,0.524958,,,$\mathit{I}_\mathrm{PE}$
2.1500E+00,0.525251,,,$\mathit{I}_\mathrm{PE}$
2.2000E+00,0.514267,,,$\mathit{I}_\mathrm{PE}$
2.2500E+00,0.533425,,,$\mathit{I}_\mathrm{PE}$
2.3000E+00,0.538024,,,$\mathit{I}_\mathrm{PE}$
2.3500E+00,0.541374,,,$\mathit{I}_\mathrm{PE}$
2.4000E+00,0.555469,,,$\mathit{I}_\mathrm{PE}$
2.4500E+00,0.566558,,,$\mathit{I}_\mathrm{PE}$
2.5000E+00,0.581422,,,$\mathit{I}_\mathrm{PE}$
2.5500E+00,0.590741,,,$\mathit{I}_\mathrm{PE}$
2.6000E+00,0.605348,,,$\mathit{I}_\mathrm{PE}$
2.6500E+00,0.593299,,,$\mathit{I}_\mathrm{PE}$
2.7000E+00,0.589929,,,$\mathit{I}_\mathrm{PE}$
2.7500E+00,0.604278,,,$\mathit{I}_\mathrm{PE}$
2.8000E+00,0.633235,,,$\mathit{I}_\mathrm{PE}$
2.8500E+00,0.640345,,,$\mathit{I}_\mathrm{PE}$
2.9000E+00,0.624145,,,$\mathit{I}_\mathrm{PE}$
2.9500E+00,0.637051,,,$\mathit{I}_\mathrm{PE}$
3.0000E+00,0.637082,,,$\mathit{I}_\mathrm{PE}$
3.0500E+00,0.636765,,,$\mathit{I}_\mathrm{PE}$
3.1000E+00,0.675396,,,$\mathit{I}_\mathrm{PE}$
3.1500E+00,0.665937,,,$\mathit{I}_\mathrm{PE}$
3.2000E+00,0.678113,,,$\mathit{I}_\mathrm{PE}$
3.2500E+00,0.690619,,,$\mathit{I}_\mathrm{PE}$
3.3000E+00,0.702487,,,$\mathit{I}_\mathrm{PE}$
3.3500E+00,0.721864,,,$\mathit{I}_\mathrm{PE}$
3.4000E+00,0.723807,,,$\mathit{I}_\mathrm{PE}$
3.4500E+00,0.714492,,,$\mathit{I}_\mathrm{PE}$
3.5000E+00,0.707628,,,$\mathit{I}_\mathrm{PE}$
3.5500E+00,0.728102,,,$\mathit{I}_\mathrm{PE}$
3.6000E+00,0.732977,,,$\mathit{I}_\mathrm{PE}$
3.6500E+00,0.748495,,,$\mathit{I}_\mathrm{PE}$
3.7000E+00,0.734650,,,$\mathit{I}_\mathrm{PE}$
3.7500E+00,0.756878,,,$\mathit{I}_\mathrm{PE}$
3.8000E+00,0.733591,,,$\mathit{I}_\mathrm{PE}$
3.8500E+00,0.728492,,,$\mathit{I}_\mathrm{PE}$
3.9000E+00,0.734262,,,$\mathit{I}_\mathrm{PE}$
3.9500E+00,0.755900,,,$\mathit{I}_\mathrm{PE}$
4.0000E+00,0.770684,,,$\mathit{I}_\mathrm{PE}$
4.0500E+00,0.753449,,,$\mathit{I}_\mathrm{PE}$
4.1000E+00,0.757943,,,$\mathit{I}_\mathrm{PE}$
4.1500E+00,0.782131,,,$\mathit{I}_\mathrm{PE}$
4.2000E+00,0.786692,,,$\mathit{I}_\mathrm{PE}$
4.2500E+00,0.777794,,,$\mathit{I}_\mathrm{PE}$
4.3000E+00,0.809165,,,$\mathit{I}_\mathrm{PE}$
4.3500E+00,0.814191,,,$\mathit{I}_\mathrm{PE}$
4.4000E+00,0.815932,,,$\mathit{I}_\mathrm{PE}$
4.4500E+00,0.817930,,,$\mathit{I}_\mathrm{PE}$
4.5000E+00,0.815785,,,$\mathit{I}_\mathrm{PE}$
4.5500E+00,0.835887,,,$\mathit{I}_\mathrm{PE}$
4.6000E+00,0.818615,,,$\mathit{I}_\mathrm{PE}$
4.6500E+00,0.807813,,,$\mathit{I}_\mathrm{PE}$
4.7000E+00,0.848404,,,$\mathit{I}_\mathrm{PE}$
4.7500E+00,0.832977,,,$\mathit{I}_\mathrm{PE}$
4.8000E+00,0.823711,,,$\mathit{I}_\mathrm{PE}$
4.8500E+00,0.872632,,,$\mathit{I}_\mathrm{PE}$
4.9000E+00,0.825638,,,$\mathit{I}_\mathrm{PE}$
4.9500E+00,0.846011,,,$\mathit{I}_\mathrm{PE}$
5.0000E+00,0.881068,,,$\mathit{I}_\mathrm{PE}$
5.0500E+00,0.881163,,,$\mathit{I}_\mathrm{PE}$
5.1000E+00,0.859644,,,$\mathit{I}_\mathrm{PE}$
5.1500E+00,0.858942,,,$\mathit{I}_\mathrm{PE}$
5.2000E+00,0.905551,,,$\mathit{I}_\mathrm{PE}$
5.2500E+00,0.857937,,,$\mathit{I}_\mathrm{PE}$
5.3000E+00,0.895092,,,$\mathit{I}_\mathrm{PE}$
5.3500E+00,0.908432,,,$\mathit{I}_\mathrm{PE}$
5.4000E+00,0.907539,,,$\mathit{I}_\mathrm{PE}$
5.4500E+00,0.908832,,,$\mathit{I}_\mathrm{PE}$
5.5000E+00,0.894708,,,$\mathit{I}_\mathrm{PE}$
5.5500E+00,0.887459,,,$\mathit{I}_\mathrm{PE}$
5.6000E+00,0.907918,,,$\mathit{I}_\mathrm{PE}$
5.6500E+00,0.915351,,,$\mathit{I}_\mathrm{PE}$
5.7000E+00,0.929478,,,$\mathit{I}_\mathrm{PE}$
5.7500E+00,0.913465,,,$\mathit{I}_\mathrm{PE}$
5.8000E+00,0.922664,,,$\mathit{I}_\mathrm{PE}$
5.8500E+00,0.976556,,,$\mathit{I}_\mathrm{PE}$
5.9000E+00,0.974135,,,$\mathit{I}_\mathrm{PE}$
5.9500E+00,0.960858,,,$\mathit{I}_\mathrm{PE}$
6.0000E+00,0.940848,,,$\mathit{I}_\mathrm{PE}$
6.0500E+00,0.988599,,,$\mathit{I}_\mathrm{PE}$
6.1000E+00,0.997923,,,$\mathit{I}_\mathrm{PE}$
6.1500E+00,1.008250,,,$\mathit{I}_\mathrm{PE}$
6.2000E+00,1.057530,,,$\mathit{I}_\mathrm{PE}$
6.2500E+00,1.089128,,,$\mathit{I}_\mathrm{PE}$
6.3000E+00,1.093439,,,$\mathit{I}_\mathrm{PE}$
6.3500E+00,1.167027,,,$\mathit{I}_\mathrm{PE}$
6.4000E+00,1.181670,,,$\mathit{I}_\mathrm{PE}$
6.4500E+00,1.183025,,,$\mathit{I}_\mathrm{PE}$
6.5000E+00,1.189120,,,$\mathit{I}_\mathrm{PE}$
6.5500E+00,1.226959,,,$\mathit{I}_\mathrm{PE}$
6.6000E+00,1.240137,,,$\mathit{I}_\mathrm{PE}$
6.6500E+00,1.318022,,,$\mathit{I}_\mathrm{PE}$
6.7000E+00,1.310339,,,$\mathit{I}_\mathrm{PE}$
6.7500E+00,1.411667,,,$\mathit{I}_\mathrm{PE}$
6.8000E+00,1.441587,,,$\mathit{I}_\mathrm{PE}$
6.8500E+00,1.432368,,,$\mathit{I}_\mathrm{PE}$
6.9000E+00,1.460610,,,$\mathit{I}_\mathrm{PE}$
6.9500E+00,1.477499,,,$\mathit{I}_\mathrm{PE}$
7.0000E+00,1.474486,,,$\mathit{I}_\mathrm{PE}$
7.0500E+00,1.568030,,,$\mathit{I}_\mathrm{PE}$
7.1000E+00,1.617326,,,$\mathit{I}_\mathrm{PE}$
7.1500E+00,1.646586,,,$\mathit{I}_\mathrm{PE}$
7.2000E+00,1.674237,,,$\mathit{I}_\mathrm{PE}$
7.2500E+00,1.648225,,,$\mathit{I}_\mathrm{PE}$
7.3000E+00,1.759924,,,$\mathit{I}_\mathrm{PE}$
7.3500E+00,1.749540,,,$\mathit{I}_\mathrm{PE}$
7.4000E+00,1.831840,,,$\mathit{I}_\mathrm{PE}$
7.4500E+00,1.877434,,,$\mathit{I}_\mathrm{PE}$
7.5000E+00,1.953589,,,$\mathit{I}_\mathrm{PE}$
7.5500E+00,1.959878,,,$\mathit{I}_\mathrm{PE}$
7.6000E+00,2.025732,,,$\mathit{I}_\mathrm{PE}$
7.6500E+00,1.983674,,,$\mathit{I}_\mathrm{PE}$
7.7000E+00,2.116129,,,$\mathit{I}_\mathrm{PE}$
7.7500E+00,2.038183,,,$\mathit{I}_\mathrm{PE}$
7.8000E+00,2.179503,,,$\mathit{I}_\mathrm{PE}$
7.8500E+00,2.126196,,,$\mathit{I}_\mathrm{PE}$
7.9000E+00,2.194347,,,$\mathit{I}_\mathrm{PE}$
7.9500E+00,2.241579,,,$\mathit{I}_\mathrm{PE}$
8.0000E+00,2.236771,,,$\mathit{I}_\mathrm{PE}$
8.0500E+00,2.365290,,,$\mathit{I}_\mathrm{PE}$
